Year	Dive #	Site	Date	Clip_Name	Transect	Hab code	Survey activity	Start time	End time	Comments					
2008	1162	10	7/12/2008	0001HT	1	XX	tcx	15:44:00	15:44:41	start tran 1								
2008	1162	10	7/12/2008	0001HT	1	SS		15:44:41	15:47:42									
2008	1162	10	7/12/2008	0001HT	1	SP		15:47:42	15:48:38									
2008	1162	10	7/12/2008	0001HT	1	XX	pa	15:48:38	15:52:06									
2008	1162	10	7/12/2008	0001HT	1	SC		15:52:06	15:52:26									
2008	1162	10	7/12/2008	0001HT	1	XX	pa	15:52:26	15:58:05	stylaster								
2008	1162	10	7/12/2008	0001HT	1	XX	pa	15:58:05	15:59:00	partial tran 1								
2008	1162	10	7/12/2008	0001HT	999	CB		15:59:00	15:59:42									
2008	1162	10	7/12/2008	0001HT	999	MM		15:59:42	16:00:02									
2008	1162	10	7/12/2008	0001HT	999	CB		16:00:02	16:00:37									
2008	1162	10	7/12/2008	0001HT	999	XX	epi	16:00:37	16:07:45									
2008	1162	10	7/12/2008	0001HT	999	CS		16:07:45	16:08:41									
2008	1162	10	7/12/2008	0001HT	999	XX	pa	16:08:41	16:10:22	stylaster								
2008	1162	10	7/12/2008	0001HT	999	XX	epi	16:10:22	16:15:49									
2008	1162	10	7/12/2008	0001HT	999	CS		16:15:49	16:16:59									
2008	1162	10	7/12/2008	0001HT	999	XX	pa	16:16:59	16:18:36									
2008	1162	10	7/12/2008	0001HT	999	CS		16:18:36	16:19:19									
2008	1162	10	7/12/2008	0001HT	999	XX	pa	16:19:19	16:19:26	paragorgia								
2008	1162	10	7/12/2008	0001HT	999	XX	tcx	16:19:26	16:19:37									
2008	1162	10	7/12/2008	0003SR	999	XX	pa	16:19:37	16:19:48	paragorgia								
2008	1162	10	7/12/2008	0003SR	999	XX	tcx	16:19:48	16:19:54									
2008	1162	10	7/12/2008	0004FR	999	XX	pa	16:19:54	16:20:39	paragorgia								
2008	1162	10	7/12/2008	0004FR	999	XX	tcx	16:20:39	16:20:43									
2008	1162	10	7/12/2008	0005U2	999	XX	pa	16:20:43	16:24:07	paragorgia								
2008	1162	10	7/12/2008	0005U2	999	CS		16:24:07	16:26:40									
2008	1162	10	7/12/2008	0005U2	999	XX	pa	16:26:40	16:29:38	primnoa								
2008	1162	10	7/12/2008	0005U2	999	XX	pa	16:29:38	16:32:34	line								
2008	1162	10	7/12/2008	0005U2	999	XX	tcx	16:32:34	16:32:38									
2008	1162	10	7/12/2008	0008A7	999	XX	pa	16:32:38	16:33:16	primnoa								
2008	1162	10	7/12/2008	0008A7	999	XX	tcx	16:33:16	16:33:20									
2008	1162	10	7/12/2008	0009JW	999	XX	pa	16:33:20	16:38:08	primnoa								
2008	1162	10	7/12/2008	0009JW	999	CB		16:38:08	16:38:43									
2008	1162	10	7/12/2008	0009JW	999	XX	bv	16:38:43	16:39:46									
2008	1162	10	7/12/2008	0009JW	999	XX	pa	16:39:46	16:40:01	stylaster								
2008	1162	10	7/12/2008	0009JW	999	XX	epi	16:40:01	16:40:09									
2008	1162	10	7/12/2008	0009JW	999	XX	tcx	16:40:09	16:40:13									
2008	1162	10	7/12/2008	0002QN	999	XX	epi	16:40:13	16:44:29									
2008	1162	10	7/12/2008	0002QN	999	XX	bv	16:44:29	16:45:02									
2008	1162	10	7/12/2008	0002QN	999	XX	pa	16:45:02	16:46:00	primnoa								
2008	1162	10	7/12/2008	0002QN	999	XX	pa	16:46:00	16:46:34	nudibranch								
2008	1162	10	7/12/2008	0002QN	999	XX	bv	16:46:34	16:47:42									
2008	1162	10	7/12/2008	0002QN	999	XX	pa	16:47:42	16:49:55	primnoa								
2008	1162	10	7/12/2008	0002QN	999	XX	tcx	16:49:55	16:49:57									
2008	1162	10	7/12/2008	00039Q	999	XX	pa	16:49:57	16:53:25	primnoa								
2008	1162	10	7/12/2008	00039Q	999	XX	pa	16:53:25	16:53:55	nudibranch								
2008	1162	10	7/12/2008	00039Q	999	CS		16:53:55	16:54:18									
2008	1162	10	7/12/2008	00039Q	999	XX	tcx	16:54:18	16:54:23									
2008	1162	10	7/12/2008	00049H	999	CS		16:54:23	16:54:53									
2008	1162	10	7/12/2008	00049H	999	XX	pa	16:54:53	16:55:30									
2008	1162	10	7/12/2008	00049H	999	CB		16:55:30	16:56:13									
2008	1162	10	7/12/2008	00049H	999	CS		16:56:13	17:01:09									
2008	1162	10	7/12/2008	00049H	999	XX	pa	17:01:09	17:01:33	dead coral								
2008	1162	10	7/12/2008	00049H	999	XX	tcx	17:01:33	17:01:34									
2008	1162	10	7/12/2008	0005E5	999	XX	epi	17:01:34	17:09:12	dead coral								
2008	1162	10	7/12/2008	0005E5	999	XX	tcx	17:09:12	17:09:16									
2008	1162	10	7/12/2008	0003IN	999	MC		17:09:16	17:12:04									
2008	1162	10	7/12/2008	0003IN	999	CB		17:12:04	17:14:00									
2008	1162	10	7/12/2008	0003IN	999	SC		17:14:00	17:15:41									
2008	1162	10	7/12/2008	0003IN	999	SS		17:15:41	17:16:19									
2008	1162	10	7/12/2008	0003IN	999	CB		17:16:19	17:18:40									
2008	1162	10	7/12/2008	0003IN	999	XX	pa	17:18:40	17:22:08	dead coral and monofilament								
2008	1162	10	7/12/2008	0003IN	999	CB		17:22:08	17:22:48									
2008	1162	10	7/12/2008	0003IN	999	XX	pa	17:22:48	17:23:40	dead coral								
2008	1162	10	7/12/2008	0003IN	999	CB		17:23:40	17:23:56									
2008	1162	10	7/12/2008	0003IN	999	XX	bv	17:23:56	17:24:15									
2008	1162	10	7/12/2008	0003IN	999	CB		17:24:15	17:25:00									
2008	1162	10	7/12/2008	0003IN	1	SS		17:25:00	17:27:00	continue tran 1								
2008	1162	10	7/12/2008	0003IN	1	XX			17:27:00	end tran 1								
